year,state,state_lab,candidate,party,type,votes,winner,electoral_votes
2000,Ohio,OH,"BUSH, GEORGE W.",Republican,share,0.4998647383516539,1,21
2000,Ohio,OH,"BUSH, GEORGE W.",Republican,absolute,2350363,1,21
2000,Ohio,OH,"GORE, AL",Democrat,share,0.46440428090356484,0,21
2000,Ohio,OH,"GORE, AL",Democrat,absolute,2183628,0,21
2000,Oklahoma,OK,"BUSH, GEORGE W.",Republican,share,0.603078521084823,1,8
2000,Oklahoma,OK,"BUSH, GEORGE W.",Republican,absolute,744337,1,8
2000,Oklahoma,OK,"GORE, AL",Democrat,share,0.38426904569573395,0,8
2000,Oklahoma,OK,"GORE, AL",Democrat,absolute,474276,0,8
2000,Oregon,OR,"GORE, AL",Democrat,share,0.46959940024120733,1,7
2000,Oregon,OR,"GORE, AL",Democrat,absolute,720342,1,7
2000,Oregon,OR,"BUSH, GEORGE W.",Republican,share,0.46518921737996677,0,7
2000,Oregon,OR,"BUSH, GEORGE W.",Republican,absolute,713577,0,7
2000,Pennsylvania,PA,"GORE, AL",Democrat,share,0.5060817131276611,1,23
2000,Pennsylvania,PA,"GORE, AL",Democrat,absolute,2485967,1,23
2000,Pennsylvania,PA,"BUSH, GEORGE W.",Republican,share,0.4643813292862545,0,23
2000,Pennsylvania,PA,"BUSH, GEORGE W.",Republican,absolute,2281127,0,23
2000,Rhode Island,RI,"GORE, AL",Democrat,share,0.6098770018967911,1,4
2000,Rhode Island,RI,"GORE, AL",Democrat,absolute,249508,1,4
2000,Rhode Island,RI,"BUSH, GEORGE W.",Republican,share,0.31911799213907194,0,4
2000,Rhode Island,RI,"BUSH, GEORGE W.",Republican,absolute,130555,0,4
2000,South Carolina,SC,"BUSH, GEORGE W.",Republican,share,0.5686038462261056,1,8
2000,South Carolina,SC,"BUSH, GEORGE W.",Republican,absolute,786892,1,8
2000,South Carolina,SC,"GORE, AL",Democrat,share,0.40901523373764903,0,8
2000,South Carolina,SC,"GORE, AL",Democrat,absolute,566037,0,8
2000,South Dakota,SD,"BUSH, GEORGE W.",Republican,share,0.6029677268401266,1,3
2000,South Dakota,SD,"BUSH, GEORGE W.",Republican,absolute,190700,1,3
2000,South Dakota,SD,"GORE, AL",Democrat,share,0.37564225390411327,0,3
2000,South Dakota,SD,"GORE, AL",Democrat,absolute,118804,0,3
2000,Tennessee,TN,"BUSH, GEORGE W.",Republican,share,0.5114915318076796,1,11
2000,Tennessee,TN,"BUSH, GEORGE W.",Republican,absolute,1061949,1,11
2000,Tennessee,TN,"GORE, AL",Democrat,share,0.4728489471775341,0,11
2000,Tennessee,TN,"GORE, AL",Democrat,absolute,981720,0,11
2000,Texas,TX,"BUSH, GEORGE W.",Republican,share,0.5929859946810345,1,32
2000,Texas,TX,"BUSH, GEORGE W.",Republican,absolute,3799639,1,32
2000,Texas,TX,"GORE, AL",Democrat,share,0.37981958091571044,0,32
2000,Texas,TX,"GORE, AL",Democrat,absolute,2433746,0,32
2000,Utah,UT,"BUSH, GEORGE W.",Republican,share,0.6683014295092857,1,5
2000,Utah,UT,"BUSH, GEORGE W.",Republican,absolute,515096,1,5
2000,Utah,UT,"GORE, AL",Democrat,share,0.26344722181136915,0,5
2000,Utah,UT,"GORE, AL",Democrat,absolute,203053,0,5
2000,Vermont,VT,"GORE, AL",Democrat,share,0.5063470921619528,1,3
2000,Vermont,VT,"GORE, AL",Democrat,absolute,149022,1,3
2000,Vermont,VT,"BUSH, GEORGE W.",Republican,share,0.4069716079753184,0,3
2000,Vermont,VT,"BUSH, GEORGE W.",Republican,absolute,119775,0,3
2000,Virginia,VA,"BUSH, GEORGE W.",Republican,share,0.5247372918694905,1,13
2000,Virginia,VA,"BUSH, GEORGE W.",Republican,absolute,1437490,1,13
2000,Virginia,VA,"GORE, AL",Democrat,share,0.4443561054475593,0,13
2000,Virginia,VA,"GORE, AL",Democrat,absolute,1217290,0,13
2000,Washington,WA,"GORE, AL",Democrat,share,0.5015821531675426,1,11
2000,Washington,WA,"GORE, AL",Democrat,absolute,1247652,1,11
2000,Washington,WA,"BUSH, GEORGE W.",Republican,share,0.44578647947502503,0,11
2000,Washington,WA,"BUSH, GEORGE W.",Republican,absolute,1108864,0,11
2000,West Virginia,WV,"BUSH, GEORGE W.",Republican,share,0.5191521992705099,1,5
2000,West Virginia,WV,"BUSH, GEORGE W.",Republican,absolute,336475,1,5
2000,West Virginia,WV,"GORE, AL",Democrat,share,0.4559266436669526,0,5
2000,West Virginia,WV,"GORE, AL",Democrat,absolute,295497,0,5
2000,Wisconsin,WI,"GORE, AL",Democrat,share,0.47832819660687437,1,11
2000,Wisconsin,WI,"GORE, AL",Democrat,absolute,1242987,1,11
2000,Wisconsin,WI,"BUSH, GEORGE W.",Republican,share,0.4761316351414431,0,11
2000,Wisconsin,WI,"BUSH, GEORGE W.",Republican,absolute,1237279,0,11
2000,Wyoming,WY,"BUSH, GEORGE W.",Republican,share,0.6922274313841086,1,3
2000,Wyoming,WY,"BUSH, GEORGE W.",Republican,absolute,147947,1,3
2000,Wyoming,WY,"GORE, AL",Democrat,share,0.282983820405566,0,3
2000,Wyoming,WY,"GORE, AL",Democrat,absolute,60481,0,3
2004,Alabama,AL,"BUSH, GEORGE W.",Republican,share,0.6246068975770077,1,9
2004,Alabama,AL,"BUSH, GEORGE W.",Republican,absolute,1176394,1,9
2004,Alabama,AL,"KERRY, JOHN",Democrat,share,0.36844402322377173,0,9
2004,Alabama,AL,"KERRY, JOHN",Democrat,absolute,693933,0,9
2004,Alaska,AK,"BUSH, GEORGE W.",Republican,share,0.6106532991253942,1,3
2004,Alaska,AK,"BUSH, GEORGE W.",Republican,absolute,190889,1,3
2004,Alaska,AK,"KERRY, JOHN",Democrat,share,0.35516861912104364,0,3
2004,Alaska,AK,"KERRY, JOHN",Democrat,absolute,111025,0,3
2004,Arizona,AZ,"BUSH, GEORGE W.",Republican,share,0.5486943408601376,1,10
2004,Arizona,AZ,"BUSH, GEORGE W.",Republican,absolute,1104294,1,10
2004,Arizona,AZ,"KERRY, JOHN",Democrat,share,0.44396832928795554,0,10
2004,Arizona,AZ,"KERRY, JOHN",Democrat,absolute,893524,0,10
2004,Arkansas,AR,"BUSH, GEORGE W.",Republican,share,0.5430595907843537,1,6
2004,Arkansas,AR,"BUSH, GEORGE W.",Republican,absolute,572898,1,6
2004,Arkansas,AR,"KERRY, JOHN",Democrat,share,0.44547630445189085,0,6
2004,Arkansas,AR,"KERRY, JOHN",Democrat,absolute,469953,0,6
2004,California,CA,"KERRY, JOHN",Democrat,share,0.5430555753467436,1,55
2004,California,CA,"KERRY, JOHN",Democrat,absolute,6745485,1,55
2004,California,CA,"BUSH, GEORGE W.",Republican,share,0.44357695977241773,0,55
2004,California,CA,"BUSH, GEORGE W.",Republican,absolute,5509826,0,55
2004,Colorado,CO,"BUSH, GEORGE W.",Republican,share,0.5171109535459211,1,9
2004,Colorado,CO,"BUSH, GEORGE W.",Republican,absolute,1101255,1,9
2004,Colorado,CO,"KERRY, JOHN",Democrat,share,0.47037842254288303,0,9
2004,Colorado,CO,"KERRY, JOHN",Democrat,absolute,1001732,0,9
2004,Connecticut,CT,"KERRY, JOHN",Democrat,share,0.543137089719902,1,7
2004,Connecticut,CT,"KERRY, JOHN",Democrat,absolute,857488,1,7
2004,Connecticut,CT,"BUSH, GEORGE W.",Republican,share,0.4394727791082799,0,7
2004,Connecticut,CT,"BUSH, GEORGE W.",Republican,absolute,693826,0,7
2004,Delaware,DE,"KERRY, JOHN",Democrat,share,0.5334683760228152,1,3
2004,Delaware,DE,"KERRY, JOHN",Democrat,absolute,200152,1,3
2004,Delaware,DE,"BUSH, GEORGE W.",Republican,share,0.4575281857192356,0,3
2004,Delaware,DE,"BUSH, GEORGE W.",Republican,absolute,171660,0,3
2004,District Of Columbia,DC,"KERRY, JOHN",Democrat,share,0.8918386895503239,1,3
2004,District Of Columbia,DC,"KERRY, JOHN",Democrat,absolute,202970,1,3
2004,District Of Columbia,DC,"BUSH, GEORGE W.",Republican,share,0.09339766066454,0,3
2004,District Of Columbia,DC,"BUSH, GEORGE W.",Republican,absolute,21256,0,3
2004,Florida,FL,"BUSH, GEORGE W.",Republican,share,0.5209751623233695,1,27
2004,Florida,FL,"BUSH, GEORGE W.",Republican,absolute,3964522,1,27
2004,Florida,FL,"KERRY, JOHN",Democrat,share,0.4709111002771423,0,27
2004,Florida,FL,"KERRY, JOHN",Democrat,absolute,3583544,0,27
2004,Georgia,GA,"BUSH, GEORGE W.",Republican,share,0.5797475676698846,1,15
2004,Georgia,GA,"BUSH, GEORGE W.",Republican,absolute,1914254,1,15
2004,Georgia,GA,"KERRY, JOHN",Democrat,share,0.41374946053378764,0,15
2004,Georgia,GA,"KERRY, JOHN",Democrat,absolute,1366149,0,15
2004,Hawaii,HI,"KERRY, JOHN",Democrat,share,0.5400955215809311,1,4
2004,Hawaii,HI,"KERRY, JOHN",Democrat,absolute,231708,1,4
2004,Hawaii,HI,"BUSH, GEORGE W.",Republican,share,0.45264595711551864,0,4
2004,Hawaii,HI,"BUSH, GEORGE W.",Republican,absolute,194191,0,4
2004,Idaho,ID,"BUSH, GEORGE W.",Republican,share,0.6839094482399026,1,4
2004,Idaho,ID,"BUSH, GEORGE W.",Republican,absolute,409235,1,4
2004,Idaho,ID,"KERRY, JOHN",Democrat,share,0.3026491704212736,0,4
2004,Idaho,ID,"KERRY, JOHN",Democrat,absolute,181098,0,4
2004,Illinois,IL,"KERRY, JOHN",Democrat,share,0.5482316020902781,1,21
2004,Illinois,IL,"KERRY, JOHN",Democrat,absolute,2891550,1,21
2004,Illinois,IL,"BUSH, GEORGE W.",Republican,share,0.4447862682634849,0,21
2004,Illinois,IL,"BUSH, GEORGE W.",Republican,absolute,2345946,0,21
2004,Indiana,IN,"BUSH, GEORGE W.",Republican,share,0.5994476503665718,1,11
2004,Indiana,IN,"BUSH, GEORGE W.",Republican,absolute,1479438,1,11
2004,Indiana,IN,"KERRY, JOHN",Democrat,share,0.39262974665336575,0,11
2004,Indiana,IN,"KERRY, JOHN",Democrat,absolute,969011,0,11
2004,Iowa,IA,"BUSH, GEORGE W.",Republican,share,0.4990065750530225,1,7
2004,Iowa,IA,"BUSH, GEORGE W.",Republican,absolute,751957,1,7
2004,Iowa,IA,"KERRY, JOHN",Democrat,share,0.4923313168421695,0,7
2004,Iowa,IA,"KERRY, JOHN",Democrat,absolute,741898,0,7
2004,Kansas,KS,"BUSH, GEORGE W.",Republican,share,0.620039806155473,1,6
2004,Kansas,KS,"BUSH, GEORGE W.",Republican,absolute,736456,1,6
2004,Kansas,KS,"KERRY, JOHN",Democrat,share,0.3662309430556444,0,6
2004,Kansas,KS,"KERRY, JOHN",Democrat,absolute,434993,0,6
2004,Kentucky,KY,"BUSH, GEORGE W.",Republican,share,0.5954951383220055,1,8
2004,Kentucky,KY,"BUSH, GEORGE W.",Republican,absolute,1069439,1,8
2004,Kentucky,KY,"KERRY, JOHN",Democrat,share,0.39687072981409693,0,8
2004,Kentucky,KY,"KERRY, JOHN",Democrat,absolute,712733,0,8
2004,Louisiana,LA,"BUSH, GEORGE W.",Republican,share,0.5672202134108999,1,9
2004,Louisiana,LA,"BUSH, GEORGE W.",Republican,absolute,1102169,1,9
2004,Louisiana,LA,"KERRY, JOHN",Democrat,share,0.4221586470321228,0,9
2004,Louisiana,LA,"KERRY, JOHN",Democrat,absolute,820299,0,9
2004,Maine,ME,"KERRY, JOHN",Democrat,share,0.5357285569259347,1,4
2004,Maine,ME,"KERRY, JOHN",Democrat,absolute,396842,1,4
2004,Maine,ME,"BUSH, GEORGE W.",Republican,share,0.44576457437846945,0,4
2004,Maine,ME,"BUSH, GEORGE W.",Republican,absolute,330201,0,4
2004,Maryland,MD,"KERRY, JOHN",Democrat,share,0.5597146761355201,1,10
2004,Maryland,MD,"KERRY, JOHN",Democrat,absolute,1334493,1,10
2004,Maryland,MD,"BUSH, GEORGE W.",Republican,share,0.4297821777859425,0,10
2004,Maryland,MD,"BUSH, GEORGE W.",Republican,absolute,1024703,0,10
2004,Maryland,MD,OTHER,Democrat,share,2.9359485084962155e-6,0,10
2004,Maryland,MD,OTHER,Democrat,absolute,7,0,10
2004,Massachusetts,MA,"KERRY, JOHN",Democrat,share,0.616166602048537,1,12
2004,Massachusetts,MA,"KERRY, JOHN",Democrat,absolute,1803800,1,12
2004,Massachusetts,MA,"BUSH, GEORGE W.",Republican,share,0.3658840187124994,0,12
2004,Massachusetts,MA,"BUSH, GEORGE W.",Republican,absolute,1071109,0,12
2004,Michigan,MI,"KERRY, JOHN",Democrat,share,0.5123070672905647,1,17
2004,Michigan,MI,"KERRY, JOHN",Democrat,absolute,2479183,1,17
2004,Michigan,MI,"BUSH, GEORGE W.",Republican,share,0.4781205855781017,0,17
2004,Michigan,MI,"BUSH, GEORGE W.",Republican,absolute,2313746,0,17
2004,Minnesota,MN,"KERRY, JOHN",Democrat,share,0.5108968468600654,1,10
2004,Minnesota,MN,"KERRY, JOHN",Democrat,absolute,1445014,1,10
2004,Minnesota,MN,"BUSH, GEORGE W.",Republican,share,0.47613533791521456,0,10
2004,Minnesota,MN,"BUSH, GEORGE W.",Republican,absolute,1346695,0,10
2004,Mississippi,MS,"BUSH, GEORGE W.",Republican,share,0.5901437414899142,1,6
2004,Mississippi,MS,"BUSH, GEORGE W.",Republican,absolute,672660,1,6
2004,Mississippi,MS,"KERRY, JOHN",Democrat,share,0.40161112592821346,0,6
2004,Mississippi,MS,"KERRY, JOHN",Democrat,absolute,457766,0,6
2004,Missouri,MO,"BUSH, GEORGE W.",Republican,share,0.5329619193926551,1,11
2004,Missouri,MO,"BUSH, GEORGE W.",Republican,absolute,1455713,1,11
2004,Missouri,MO,"KERRY, JOHN",Democrat,share,0.46100446516831883,0,11
2004,Missouri,MO,"KERRY, JOHN",Democrat,absolute,1259171,0,11
2004,Montana,MT,"BUSH, GEORGE W.",Republican,share,0.5906814316858852,1,3
2004,Montana,MT,"BUSH, GEORGE W.",Republican,absolute,266063,1,3
2004,Montana,MT,"KERRY, JOHN",Democrat,share,0.3856502839483698,0,3
2004,Montana,MT,"KERRY, JOHN",Democrat,absolute,173710,0,3
2004,Nebraska,NE,"BUSH, GEORGE W.",Republican,share,0.6589864119889075,1,5
2004,Nebraska,NE,"BUSH, GEORGE W.",Republican,absolute,512814,1,5
2004,Nebraska,NE,"KERRY, JOHN",Democrat,share,0.3268216082016382,0,5
2004,Nebraska,NE,"KERRY, JOHN",Democrat,absolute,254328,0,5
2004,Nevada,NV,"BUSH, GEORGE W.",Republican,share,0.504696915453111,1,5
2004,Nevada,NV,"BUSH, GEORGE W.",Republican,absolute,418690,1,5
2004,Nevada,NV,"KERRY, JOHN",Democrat,share,0.4787804051895702,0,5
2004,Nevada,NV,"KERRY, JOHN",Democrat,absolute,397190,0,5
2004,New Hampshire,NH,"KERRY, JOHN",Democrat,share,0.5020161082255741,1,4
2004,New Hampshire,NH,"KERRY, JOHN",Democrat,absolute,340511,1,4
2004,New Hampshire,NH,"BUSH, GEORGE W.",Republican,share,0.4883434298460681,0,4
2004,New Hampshire,NH,"BUSH, GEORGE W.",Republican,absolute,331237,0,4
2004,New Jersey,NJ,"KERRY, JOHN",Democrat,share,0.5292340900702746,1,15
2004,New Jersey,NJ,"KERRY, JOHN",Democrat,absolute,1911430,1,15
2004,New Jersey,NJ,"BUSH, GEORGE W.",Republican,share,0.4623881168128724,0,15
2004,New Jersey,NJ,"BUSH, GEORGE W.",Republican,absolute,1670003,0,15
2004,New Mexico,NM,"BUSH, GEORGE W.",Republican,share,0.498384247604138,1,5
2004,New Mexico,NM,"BUSH, GEORGE W.",Republican,absolute,376930,1,5
2004,New Mexico,NM,"KERRY, JOHN",Democrat,share,0.490466796420487,0,5
2004,New Mexico,NM,"KERRY, JOHN",Democrat,absolute,370942,0,5
2004,New York,NY,"KERRY, JOHN",Democrat,share,0.5613058126549186,1,31
2004,New York,NY,"KERRY, JOHN",Democrat,absolute,4180755,1,31
2004,New York,NY,"BUSH, GEORGE W.",Republican,share,0.376865299923499,0,31
2004,New York,NY,"BUSH, GEORGE W.",Republican,absolute,2806993,0,31
2004,North Carolina,NC,"BUSH, GEORGE W.",Republican,share,0.5601719733779452,1,15
2004,North Carolina,NC,"BUSH, GEORGE W.",Republican,absolute,1961166,1,15
2004,North Carolina,NC,"KERRY, JOHN",Democrat,share,0.435831462205017,0,15
2004,North Carolina,NC,"KERRY, JOHN",Democrat,absolute,1525849,0,15
2004,North Dakota,ND,"BUSH, GEORGE W.",Republican,share,0.6286133496146507,1,3
2004,North Dakota,ND,"BUSH, GEORGE W.",Republican,absolute,196651,1,3
2004,North Dakota,ND,"KERRY, JOHN",Democrat,share,0.3549881246543683,0,3
2004,North Dakota,ND,"KERRY, JOHN",Democrat,absolute,111052,0,3
2004,Ohio,OH,"BUSH, GEORGE W.",Republican,share,0.508140243355296,1,20
2004,Ohio,OH,"BUSH, GEORGE W.",Republican,absolute,2859764,1,20
2004,Ohio,OH,"KERRY, JOHN",Democrat,share,0.48706685243153625,0,20
2004,Ohio,OH,"KERRY, JOHN",Democrat,absolute,2741165,0,20
2004,Oklahoma,OK,"BUSH, GEORGE W.",Republican,share,0.6557040166475606,1,7
2004,Oklahoma,OK,"BUSH, GEORGE W.",Republican,absolute,959792,1,7
2004,Oklahoma,OK,"KERRY, JOHN",Democrat,share,0.3442959833524394,0,7
2004,Oklahoma,OK,"KERRY, JOHN",Democrat,absolute,503966,0,7
2004,Oregon,OR,"KERRY, JOHN",Democrat,share,0.5134866304221187,1,7
2004,Oregon,OR,"KERRY, JOHN",Democrat,absolute,943163,1,7
2004,Oregon,OR,"BUSH, GEORGE W.",Republican,share,0.47192916742433233,0,7
2004,Oregon,OR,"BUSH, GEORGE W.",Republican,absolute,866831,0,7
2004,Pennsylvania,PA,"KERRY, JOHN",Democrat,share,0.5092380914415062,1,21
2004,Pennsylvania,PA,"KERRY, JOHN",Democrat,absolute,2938095,1,21
2004,Pennsylvania,PA,"BUSH, GEORGE W.",Republican,share,0.484236661530542,0,21
2004,Pennsylvania,PA,"BUSH, GEORGE W.",Republican,absolute,2793847,0,21
2004,Rhode Island,RI,"KERRY, JOHN",Democrat,share,0.5942342622628302,1,4
2004,Rhode Island,RI,"KERRY, JOHN",Democrat,absolute,259760,1,4
2004,Rhode Island,RI,"BUSH, GEORGE W.",Republican,share,0.3867143713369356,0,4
2004,Rhode Island,RI,"BUSH, GEORGE W.",Republican,absolute,169046,0,4
2004,South Carolina,SC,"BUSH, GEORGE W.",Republican,share,0.5798194968164678,1,8
2004,South Carolina,SC,"BUSH, GEORGE W.",Republican,absolute,937974,1,8
2004,South Carolina,SC,"KERRY, JOHN",Democrat,share,0.40901835939914694,0,8
2004,South Carolina,SC,"KERRY, JOHN",Democrat,absolute,661669,0,8
2004,South Dakota,SD,"BUSH, GEORGE W.",Republican,share,0.5991113171824891,1,3
2004,South Dakota,SD,"BUSH, GEORGE W.",Republican,absolute,232584,1,3
2004,South Dakota,SD,"KERRY, JOHN",Democrat,share,0.38443645917854796,0,3
2004,South Dakota,SD,"KERRY, JOHN",Democrat,absolute,149244,0,3
2004,Tennessee,TN,"BUSH, GEORGE W.",Republican,share,0.5679908949136325,1,11
2004,Tennessee,TN,"BUSH, GEORGE W.",Republican,absolute,1384375,1,11
2004,Tennessee,TN,"KERRY, JOHN",Democrat,share,0.4252529110879618,0,11
2004,Tennessee,TN,"KERRY, JOHN",Democrat,absolute,1036477,0,11
2004,Texas,TX,"BUSH, GEORGE W.",Republican,share,0.6108582276906154,1,34
2004,Texas,TX,"BUSH, GEORGE W.",Republican,absolute,4526917,1,34
2004,Texas,TX,"KERRY, JOHN",Democrat,share,0.3822426046274135,0,34
2004,Texas,TX,"KERRY, JOHN",Democrat,absolute,2832704,0,34
2004,Utah,UT,"BUSH, GEORGE W.",Republican,share,0.7153594785330293,1,5
2004,Utah,UT,"BUSH, GEORGE W.",Republican,absolute,663742,1,5
2004,Utah,UT,"KERRY, JOHN",Democrat,share,0.25995641508701894,0,5
2004,Utah,UT,"KERRY, JOHN",Democrat,absolute,241199,0,5
2004,Vermont,VT,"KERRY, JOHN",Democrat,share,0.5893746257712714,1,3
2004,Vermont,VT,"KERRY, JOHN",Democrat,absolute,184067,1,3
2004,Vermont,VT,"BUSH, GEORGE W.",Republican,share,0.38801315363950445,0,3
2004,Vermont,VT,"BUSH, GEORGE W.",Republican,absolute,121180,0,3
2004,Virginia,VA,"BUSH, GEORGE W.",Republican,share,0.5373195656902156,1,13
2004,Virginia,VA,"BUSH, GEORGE W.",Republican,absolute,1716959,1,13
2004,Virginia,VA,"KERRY, JOHN",Democrat,share,0.4552591760381672,0,13
2004,Virginia,VA,"KERRY, JOHN",Democrat,absolute,1454742,0,13
2004,Washington,WA,"KERRY, JOHN",Democrat,share,0.5282114831183694,1,11
2004,Washington,WA,"KERRY, JOHN",Democrat,absolute,1510201,1,11
2004,Washington,WA,"BUSH, GEORGE W.",Republican,share,0.45640281992414355,0,11
2004,Washington,WA,"BUSH, GEORGE W.",Republican,absolute,1304894,0,11
2004,West Virginia,WV,"BUSH, GEORGE W.",Republican,share,0.5607071786946674,1,5
2004,West Virginia,WV,"BUSH, GEORGE W.",Republican,absolute,423778,1,5
2004,West Virginia,WV,"KERRY, JOHN",Democrat,share,0.43205141097021404,0,5
2004,West Virginia,WV,"KERRY, JOHN",Democrat,absolute,326541,0,5
2004,Wisconsin,WI,"KERRY, JOHN",Democrat,share,0.49699717084411216,1,10
2004,Wisconsin,WI,"KERRY, JOHN",Democrat,absolute,1489504,1,10
2004,Wisconsin,WI,"BUSH, GEORGE W.",Republican,share,0.49319871458425024,0,10
2004,Wisconsin,WI,"BUSH, GEORGE W.",Republican,absolute,1478120,0,10
2004,Wyoming,WY,"BUSH, GEORGE W.",Republican,share,0.6873956885274808,1,3
2004,Wyoming,WY,"BUSH, GEORGE W.",Republican,absolute,167629,1,3
2004,Wyoming,WY,"KERRY, JOHN",Democrat,share,0.2902309102316484,0,3
2004,Wyoming,WY,"KERRY, JOHN",Democrat,absolute,70776,0,3
2008,Alabama,AL,"MCCAIN, JOHN",Republican,share,0.603169130291706,1,9
2008,Alabama,AL,"MCCAIN, JOHN",Republican,absolute,1266546,1,9
2008,Alabama,AL,"OBAMA, BARACK H.",Democrat,share,0.38740434294574916,0,9
2008,Alabama,AL,"OBAMA, BARACK H.",Democrat,absolute,813479,0,9
2008,Alaska,AK,"MCCAIN, JOHN",Republican,share,0.5942451953880631,1,3
2008,Alaska,AK,"MCCAIN, JOHN",Republican,absolute,193841,1,3
2008,Alaska,AK,"OBAMA, BARACK H.",Democrat,share,0.37889373599389325,0,3
2008,Alaska,AK,"OBAMA, BARACK H.",Democrat,absolute,123594,0,3
2008,Arizona,AZ,"MCCAIN, JOHN",Republican,share,0.5363524782262724,1,10
2008,Arizona,AZ,"MCCAIN, JOHN",Republican,absolute,1230111,1,10
2008,Arizona,AZ,"OBAMA, BARACK H.",Democrat,share,0.4511525087476428,0,10
2008,Arizona,AZ,"OBAMA, BARACK H.",Democrat,absolute,1034707,0,10
2008,Arkansas,AR,"MCCAIN, JOHN",Republican,share,0.5871590449992959,1,6
2008,Arkansas,AR,"MCCAIN, JOHN",Republican,absolute,638017,1,6
2008,Arkansas,AR,"OBAMA, BARACK H.",Democrat,share,0.3886465976512423,0,6
2008,Arkansas,AR,"OBAMA, BARACK H.",Democrat,absolute,422310,0,6
2008,California,CA,"OBAMA, BARACK H.",Democrat,share,0.6101263834713425,1,55
2008,California,CA,"OBAMA, BARACK H.",Democrat,absolute,8274473,1,55
2008,California,CA,"MCCAIN, JOHN",Republican,share,0.36954858832464477,0,55
2008,California,CA,"MCCAIN, JOHN",Republican,absolute,5011781,0,55
2008,Colorado,CO,"OBAMA, BARACK H.",Democrat,share,0.5366023684069159,1,9
2008,Colorado,CO,"OBAMA, BARACK H.",Democrat,absolute,1288576,1,9
2008,Colorado,CO,"MCCAIN, JOHN",Republican,share,0.4470752210933716,0,9
2008,Colorado,CO,"MCCAIN, JOHN",Republican,absolute,1073589,0,9
2008,Connecticut,CT,"OBAMA, BARACK H.",Democrat,share,0.6058882967612181,1,7
2008,Connecticut,CT,"OBAMA, BARACK H.",Democrat,absolute,997772,1,7
2008,Connecticut,CT,"MCCAIN, JOHN",Republican,share,0.3822146330562694,0,7
2008,Connecticut,CT,"MCCAIN, JOHN",Republican,absolute,629428,0,7
2008,Delaware,DE,"OBAMA, BARACK H.",Democrat,share,0.6194266898150393,1,3
2008,Delaware,DE,"OBAMA, BARACK H.",Democrat,absolute,255459,1,3
2008,Delaware,DE,"MCCAIN, JOHN",Republican,share,0.36947033548975294,0,3
2008,Delaware,DE,"MCCAIN, JOHN",Republican,absolute,152374,0,3
2008,District Of Columbia,DC,"OBAMA, BARACK H.",Democrat,share,0.9245710975614343,1,3
2008,District Of Columbia,DC,"OBAMA, BARACK H.",Democrat,absolute,245800,1,3
2008,District Of Columbia,DC,"MCCAIN, JOHN",Republican,share,0.06532557465968035,0,3
2008,District Of Columbia,DC,"MCCAIN, JOHN",Republican,absolute,17367,0,3
2008,Florida,FL,"OBAMA, BARACK H.",Democrat,share,0.5103330527066491,1,27
2008,Florida,FL,"OBAMA, BARACK H.",Democrat,absolute,4282074,1,27
2008,Florida,FL,"MCCAIN, JOHN",Republican,share,0.4821531916597622,0,27
2008,Florida,FL,"MCCAIN, JOHN",Republican,absolute,4045624,0,27
2008,Georgia,GA,"MCCAIN, JOHN",Republican,share,0.5220451799292952,1,15
2008,Georgia,GA,"MCCAIN, JOHN",Republican,absolute,2048759,1,15
2008,Georgia,GA,"OBAMA, BARACK H.",Democrat,share,0.46990179096065066,0,15
2008,Georgia,GA,"OBAMA, BARACK H.",Democrat,absolute,1844123,0,15
2008,Hawaii,HI,"OBAMA, BARACK H.",Democrat,share,0.7145291011787819,1,4
2008,Hawaii,HI,"OBAMA, BARACK H.",Democrat,absolute,325871,1,4
2008,Hawaii,HI,"MCCAIN, JOHN",Republican,share,0.2643620193657031,0,4
2008,Hawaii,HI,"MCCAIN, JOHN",Republican,absolute,120566,0,4
2008,Idaho,ID,"MCCAIN, JOHN",Republican,share,0.6151709147303861,1,4
2008,Idaho,ID,"MCCAIN, JOHN",Republican,absolute,403012,1,4
2008,Idaho,ID,"OBAMA, BARACK H.",Democrat,share,0.3609098763283785,0,4
2008,Idaho,ID,"OBAMA, BARACK H.",Democrat,absolute,236440,0,4
2008,Illinois,IL,"OBAMA, BARACK H.",Democrat,share,0.6191811452001323,1,21
2008,Illinois,IL,"OBAMA, BARACK H.",Democrat,absolute,3419348,1,21
2008,Illinois,IL,"MCCAIN, JOHN",Republican,share,0.36780922542147204,0,21
2008,Illinois,IL,"MCCAIN, JOHN",Republican,absolute,2031179,0,21
2008,Indiana,IN,"OBAMA, BARACK H.",Democrat,share,0.4994591163968428,1,11
2008,Indiana,IN,"OBAMA, BARACK H.",Democrat,absolute,1374039,1,11
2008,Indiana,IN,"MCCAIN, JOHN",Republican,share,0.4891390717884854,0,11
2008,Indiana,IN,"MCCAIN, JOHN",Republican,absolute,1345648,0,11
2008,Iowa,IA,"OBAMA, BARACK H.",Democrat,share,0.5392802007386527,1,7
2008,Iowa,IA,"OBAMA, BARACK H.",Democrat,absolute,828940,1,7
2008,Iowa,IA,"MCCAIN, JOHN",Republican,share,0.4439325935530208,0,7
2008,Iowa,IA,"MCCAIN, JOHN",Republican,absolute,682379,0,7
2008,Kansas,KS,"MCCAIN, JOHN",Republican,share,0.5661225434349189,1,6
2008,Kansas,KS,"MCCAIN, JOHN",Republican,absolute,699655,1,6
